timestamp,mode,num_theaters,num_showings,duration_seconds
2026-01-24T19:36:12.529507,showtimes,40,5890,441.61694407463074
2026-01-25T01:28:24.129460,market,40,2091,21103.1297352314
2026-01-25T07:51:58.475998,showtimes,12,322,17.267669677734375
2026-01-25T08:25:05.582860,showtimes,5,273,7.717921018600464
2026-01-25T09:04:27.973253,showtimes,9,221,12.725680351257324
2026-01-25T09:27:03.130133,showtimes,12,322,17.037888050079346
2026-01-26T10:34:47.173722,showtimes,12,252,18.311081409454346
2026-01-26T11:46:09.241633,showtimes,12,252,15.51404857635498
2026-01-27T07:49:49.335297,showtimes,12,332,20.488782167434692
2026-01-27T09:00:21.747955,showtimes,12,332,22.730239152908325
2026-01-27T10:08:12.277199,showtimes,12,332,21.109265089035034
2026-01-27T12:41:15.434394,showtimes,12,256,80.48189496994019
2026-01-27T15:48:00.589217,showtimes,34,1088,48.17870473861694
2026-01-27T16:40:18.306424,market,34,316,2905.1257059574127
2026-01-27T17:21:40.640607,showtimes,53,2148,144.31175351142883
2026-01-27T19:00:36.144319,market,53,629,5734.961117267609
2026-01-27T19:15:09.804736,showtimes,28,987,35.08308529853821
2026-01-27T20:24:06.379260,market,28,451,3978.38768863678
2026-01-27T21:51:15.654874,showtimes,40,1242,54.555197954177856
2026-01-28T09:41:53.589549,showtimes,40,1242,65.88005948066711
2026-01-28T10:52:20.987022,market,40,455,4092.864214658737
2026-01-28T12:10:43.366914,showtimes,1,26,6.136734962463379
2026-01-28T12:14:43.496489,market,1,26,215.25265455245972
2026-01-28T12:15:15.559806,showtimes,1,46,2.076353073120117
2026-01-28T12:23:28.870535,market,1,46,425.7337028980255
2026-01-28T13:06:30.999434,showtimes,33,1025,44.82929992675781
2026-01-28T14:03:24.008976,market,33,362,3292.0455458164215
2026-01-29T08:36:10.925164,lineup,1,26,6.61051607131958
2026-01-29T09:05:54.472911,showtimes,2,12,3.589987277984619
2026-01-29T09:08:55.977524,market,2,12,109.7090973854065
2026-01-29T09:15:53.837333,showtimes,10,1277,317.48609471321106
2026-01-29T09:23:18.184084,showtimes,2,0,273.33898425102234
2026-01-29T11:23:30.427278,lineup,1,26,2.404850482940674
2026-01-29T11:49:22.672313,showtimes,9,336,19.798087120056152
2026-01-29T11:56:06.999154,lineup,1,26,2.7746665477752686
2026-01-29T12:23:25.993670,showtimes,5,590,25.053242683410645
2026-01-29T13:40:50.292157,market,5,531,4622.550825595856
2026-01-29T15:57:28.460046,showtimes,40,7904,310.53951716423035
2026-01-29T15:58:00.785050,showtimes,40,7904,231.7682933807373
2026-01-30T06:39:58.877579,showtimes,9,1284,53.57448410987854
2026-01-30T09:49:19.927692,lineup,1,46,2.49324893951416
2026-01-31T10:55:24.385463,showtimes,5,197,7.384854793548584
2026-01-31T16:06:54.683832,showtimes,9,369,134.87188291549683
2026-01-31T17:02:12.524002,market,9,344,3219.6309418678284
2026-02-02T18:36:37.027251,lineup,1,9,6.746872901916504
2026-02-02T18:39:03.176695,lineup,1,9,2.18009090423584
2026-02-03T10:17:38.423749,lineup,1,46,6.501633167266846
2026-02-05T09:45:04.674155,lineup,1,26,2.416259527206421
2026-02-05T09:47:36.247861,lineup,1,26,2.0157086849212646
